,dataset,target,target_name,avg_precision,precision_folds,avg_recall,recall_folds,avg_f1,f1_folds,avg_geometric_mean,geometric_mean_folds,avg_specificity,specificity_folds,learner
6,census,target1,income,0.731200296386806,"[0.737877210612865, 0.7197657176609792, 0.737281911504893, 0.7225214408233276, 0.7385552013319647]",0.6276410981433306,"[0.6291277984070273, 0.6244955450278513, 0.6265386639504509, 0.6274930760296613, 0.6305504073016621]",0.645183611469832,"[0.6469927956726023, 0.6417794268076018, 0.6439676501492472, 0.6449361678584766, 0.6482420168612323]",0.5404779347915705,"[0.5414204626087725, 0.5374452927140655, 0.5362245105070393, 0.5429979550946975, 0.5443014530332775]",0.6276410981433306,"[0.6291277984070273, 0.6244955450278513, 0.6265386639504509, 0.6274930760296613, 0.6305504073016621]",GaussianNB
7,census,target3,workclass,0.1701935412462299,"[0.1720357607362884, 0.1715308794673874, 0.1706652740942445, 0.1768293773811956, 0.15990641455203378]",0.1771160952821109,"[0.1573609774283686, 0.16257327054191364, 0.16272402211110992, 0.244428463544249, 0.15849374278491377]",0.146380531693344,"[0.1449029897859258, 0.15110371245672424, 0.1492132647448053, 0.14025425762665264, 0.14642843385261214]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8625102510536609,"[0.862325222682486, 0.8627651520277778, 0.862785312430077, 0.8621742669111981, 0.8625013012167655]",GaussianNB
8,census,target2,marital-status,0.2271610704535496,"[0.21959954410526303, 0.19627355985119685, 0.3034729405836277, 0.20203005352791795, 0.21442925419974238]",0.2358741020908007,"[0.2190244800153373, 0.23082044482428543, 0.2541493916959812, 0.2451572156467063, 0.23021897827169344]",0.1959561011834298,"[0.12541780696132734, 0.2033255807981604, 0.2326614259736062, 0.21503180411047002, 0.20334388807358503]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8905007183813428,"[0.873210261098885, 0.8918374922946113, 0.8993404434387939, 0.8949509806299124, 0.8931644144445112]",GaussianNB
9,bank,target1,y,0.6818580292693384,"[0.649721269296741, 0.6852177491768932, 0.7252851711026616, 0.6782682359726754, 0.6707977207977208]",0.7235464622689248,"[0.7117279645856706, 0.7376791415608421, 0.7773199023199022, 0.7183092373910165, 0.672696065487193]",0.698055059257509,"[0.6718577238057758, 0.7054908224450787, 0.7469057153258098, 0.6942833963234858, 0.6717376383873952]",0.6998476737861198,"[0.6869115134474244, 0.721582149131423, 0.7648941659230282, 0.699014710108937, 0.6268358303197864]",0.7235464622689248,"[0.7117279645856706, 0.7376791415608421, 0.7773199023199022, 0.7183092373910165, 0.672696065487193]",GaussianNB
10,bank,target3,housing,0.5166327875093408,"[0.5508274231678487, 0.49248663101604273, 0.5288844621513944, 0.5225400324901369, 0.48842538872128105]",0.507044900600055,"[0.5163029741342995, 0.4970458368376787, 0.5177726120033812, 0.508314072932717, 0.4957890070921986]",0.4374894317313137,"[0.4319852941176471, 0.4180272584976012, 0.4797979797979798, 0.4417043079619767, 0.415932318281364]",0.3285251820079813,"[0.3119492366203015, 0.30795795044626045, 0.41424344670265417, 0.31560794009995147, 0.29286733617073907]",0.507044900600055,"[0.5163029741342995, 0.4970458368376787, 0.5177726120033812, 0.508314072932717, 0.4957890070921986]",GaussianNB
11,bank,target2,loan,0.4816898704871281,"[0.4724791384058865, 0.4683657673595754, 0.511019452650354, 0.46011161925432137, 0.496473374765503]",0.4750562214815148,"[0.4621359223300971, 0.44385792778649924, 0.5213974933437237, 0.4539549033643522, 0.49393486058290226]",0.3755118074955259,"[0.3114987803203903, 0.35867345249003657, 0.47712882096069875, 0.28865873962689603, 0.4415992440796079]",0.4448535375611971,"[0.4077669902912621, 0.43720695500765355, 0.5101731483921383, 0.37547393101310866, 0.493646663101823]",0.4750562214815148,"[0.4621359223300971, 0.44385792778649924, 0.5213974933437237, 0.4539549033643522, 0.49393486058290226]",GaussianNB
12,intention,target1,Revenue,0.6882482562575042,"[0.6801835220616946, 0.6807972502416947, 0.6953376623376624, 0.6817208762031198, 0.7032019704433498]",0.724109893230934,"[0.7114758627552651, 0.7170837378204438, 0.7429836668967104, 0.7230050613388653, 0.7260011373433859]",0.7026290716271826,"[0.6931414018727264, 0.6952574661339006, 0.7135128129250998, 0.6979564632000544, 0.7132772140041316]",0.7079779738193123,"[0.6918929903552342, 0.7006194258716182, 0.732121465570889, 0.7066784882443606, 0.7085774990544592]",0.724109893230934,"[0.7114758627552651, 0.7170837378204438, 0.7429836668967104, 0.7230050613388653, 0.7260011373433859]",GaussianNB
13,intention,target3,SpecialDay,0.2622737378382669,"[0.25436479570187603, 0.266162233885498, 0.2591350166258288, 0.25436462457967934, 0.2773420183984523]",0.4539193826970657,"[0.4537484239282712, 0.45671857448965886, 0.4420576650746188, 0.4415209792874986, 0.4755512707052811]",0.2834308887516565,"[0.27921799022392835, 0.28813885342965356, 0.27528854872676356, 0.27869640217236386, 0.29581264920557315]",0.273229606366063,"[0.26095673532038044, 0.2830593536852589, 0.24957818471065005, 0.26042013328368924, 0.31213362483033663]",0.9512990456861964,"[0.9518680659851376, 0.951795027985688, 0.9493731934589263, 0.949594924696938, 0.9538640163042932]",GaussianNB
14,intention,target2,VisitorType,0.5740053120532735,"[0.580702970930367, 0.5685449644178298, 0.5690279221171981, 0.5687525346964216, 0.5829981681045511]",0.6533184117643838,"[0.6629089775184278, 0.651888644168578, 0.6392785126465539, 0.6472772962745938, 0.6652386282137657]",0.5024525544070287,"[0.5156298216290354, 0.4815692304224001, 0.48361285171032753, 0.49825121978612114, 0.5331996484872596]",0.6402291349904923,"[0.6507730094373642, 0.6337763733483319, 0.6213476017119125, 0.6365694315481188, 0.658679258906734]",0.6533184117643838,"[0.6629089775184278, 0.651888644168578, 0.6392785126465539, 0.6472772962745938, 0.6652386282137657]",GaussianNB
15,anuran,target1,Family,0.70187000800772,"[0.7323559327102025, 0.6870241104172862, 0.752421991138469, 0.6538415769972434, 0.6837064287753993]",0.8680643247179635,"[0.882792712810179, 0.854115798761164, 0.8514709239317129, 0.8735319481750052, 0.8784102399117566]",0.7371351016522361,"[0.7628979906867525, 0.725662354643782, 0.7630487491459532, 0.7026074343033841, 0.7314589794813081]",0.8640289065867643,"[0.8782023336732067, 0.849940333474544, 0.8473616647000408, 0.8701361257526107, 0.8745040753334192]",0.941571230357338,"[0.9411615405911168, 0.9376981369664307, 0.944435081434271, 0.9433781598620302, 0.9411832329328412]",GaussianNB
16,anuran,target3,Species,0.8218534252854137,"[0.8600351896585676, 0.7995643304717601, 0.8416832473355059, 0.7778072546013525, 0.8301771043598821]",0.8255411863879754,"[0.8389813936856036, 0.8112399159482022, 0.8233500404181129, 0.799788143383384, 0.8543464385045741]",0.810947250310182,"[0.839289277603406, 0.7909324799290566, 0.8172266502757726, 0.7740296248308571, 0.8332582189118174]",0.8089176362940134,"[0.8173853487081125, 0.7939459345424351, 0.8037658268089851, 0.7809521407615841, 0.8485389306489495]",0.9900670092574464,"[0.9911710411887931, 0.9889266984537673, 0.9902006672556446, 0.9893537293184778, 0.9906829100705494]",GaussianNB
17,anuran,target2,Genus,0.7476054652678317,"[0.7944865482492988, 0.7199867180033405, 0.7724459429218372, 0.6831771979342894, 0.7679309192303925]",0.7992488279782588,"[0.815357334028708, 0.7897634589589584, 0.792816354223466, 0.75533503727391, 0.8429719554062516]",0.7481047017392137,"[0.784328834987942, 0.7294127787314014, 0.753441543200761, 0.6930961433625884, 0.7802442084133755]",0.7749282331110198,"[0.7842808358928988, 0.7682198197082861, 0.7629955451638784, 0.7185312316199938, 0.8406137331700417]",0.9768843704874876,"[0.9773994762697461, 0.9763200873381771, 0.9782891520264618, 0.9760765778192879, 0.9763365589837651]",GaussianNB
18,telco,target1,Churn,0.6598777736432908,"[0.6438316237637016, 0.6789972492287817, 0.6678741513831188, 0.6530062026008658, 0.6556796412399861]",0.693079712502939,"[0.6919864784251342, 0.6945842746143471, 0.7123828574633383, 0.6785060696638809, 0.6879388823479943]",0.5865522280291113,"[0.5605656388949632, 0.6037462859568354, 0.606811511179168, 0.5818287758962788, 0.5798089282183112]",0.6589656108672088,"[0.654762141484111, 0.6572496955365594, 0.6841745144886417, 0.6458082229602242, 0.6528334798665081]",0.693079712502939,"[0.6919864784251342, 0.6945842746143471, 0.7123828574633383, 0.6785060696638809, 0.6879388823479943]",GaussianNB
19,telco,target3,PaymentMethod,0.371118947688637,"[0.3544349900021648, 0.4304073540014419, 0.3220750930911238, 0.3510737747058531, 0.3976035266426014]",0.3605294649893289,"[0.36981857082965897, 0.3508068449703775, 0.35883258428305753, 0.35721165913259545, 0.3659776657309552]",0.280692000469081,"[0.29070513044117513, 0.26946702391840216, 0.27055288257851595, 0.27479370948596993, 0.2979412559213422]",0.057199110437155,"[0.0, 0.0852464671330248, 0.0, 0.0730632129186006, 0.12768587213414984]",0.7921118809018989,"[0.7937140293529965, 0.7885593371024026, 0.7902359663488998, 0.7906340703529967, 0.7974160013521989]",GaussianNB
20,telco,target2,Contract,0.5849576881811773,"[0.590914026437681, 0.5497057670457136, 0.5831092597204496, 0.5939409291559995, 0.6071184585460432]",0.5921416348382547,"[0.5993589479183853, 0.5533469252826492, 0.5876968845348292, 0.6035193581434448, 0.616786058311965]",0.5857281966107143,"[0.5936559376157302, 0.5506932795719927, 0.5842455070197023, 0.5924227123673038, 0.6076235464788424]",0.5624302946143678,"[0.577525363525207, 0.5255699473038732, 0.5601550998648985, 0.5598440767184124, 0.589056985659448]",0.8270744325783352,"[0.8290810875998801, 0.8146324015285646, 0.8250002048998671, 0.8321618021060516, 0.8344966667573132]",GaussianNB
21,paris,target1,category,0.4367499999999999,"[0.436, 0.43725, 0.4385, 0.43425, 0.43775]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4662383037360453,"[0.4658119658119658, 0.46652440650840227, 0.4672349493873202, 0.46481134599946483, 0.46680885097307384]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",GaussianNB
22,paris,target3,hasStorageRoom,0.5051787684397064,"[0.5145, 0.4902102007085791, 0.5209454492653665, 0.49739023899033297, 0.5028479532342537]",0.5052381931353073,"[0.5145139479039357, 0.4905936613718094, 0.5207773189936624, 0.4975115122564023, 0.5027945251507263]",0.5022248700664852,"[0.5143833305951755, 0.4852561204056585, 0.5201264820231708, 0.49080570903789555, 0.5005527082705257]",0.4995208648524016,"[0.5145137511753625, 0.4805125514731498, 0.5188149065324295, 0.4856554630608462, 0.4981076520202204]",0.5052381931353073,"[0.5145139479039357, 0.4905936613718094, 0.5207773189936624, 0.4975115122564023, 0.5027945251507263]",GaussianNB
23,paris,target2,isNewBuilt,0.5043109621580945,"[0.5039750699317859, 0.5137676938076225, 0.4951156040436393, 0.5105058251981069, 0.4981906178093177]",0.5041787740071474,"[0.5038885599526332, 0.5136190059816379, 0.49511968766001024, 0.5100640256102441, 0.49820259083121166]",0.5015064262276596,"[0.5006911960907234, 0.51161785975919, 0.4949388876054003, 0.5037075667447756, 0.4965766209382091]",0.5000043336553535,"[0.49841827072374983, 0.5108474191015854, 0.4948935995334664, 0.49951457028035623, 0.4963478086376098]",0.5041787740071474,"[0.5038885599526332, 0.5136190059816379, 0.49511968766001024, 0.5100640256102441, 0.49820259083121166]",GaussianNB
24,smoking,target1,smoking,0.709123952234321,"[0.7166295082662917, 0.7075795964818048, 0.7074518058311154, 0.7047169576735408, 0.7092418929188522]",0.7243074138792568,"[0.7326050941213039, 0.7232628084906867, 0.7236048043078689, 0.7199963273594719, 0.7220680351169526]",0.6975821279027408,"[0.7054390151990955, 0.6954794681331617, 0.6973572306840771, 0.6931371697962401, 0.6964977557011293]",0.7189266954353094,"[0.7271617155133189, 0.7176597638251152, 0.7189570294274313, 0.7147351776604864, 0.7161197907501953]",0.7243074138792568,"[0.7326050941213039, 0.7232628084906867, 0.7236048043078689, 0.7199963273594719, 0.7220680351169526]",GaussianNB
25,smoking,target3,dental caries,0.5359679526503485,"[0.5377929141072231, 0.5446205651624983, 0.5310819154310222, 0.527590372767825, 0.5387539957831735]",0.532380064840883,"[0.5370981828673106, 0.5413527903648672, 0.5273973303852926, 0.5265809075877944, 0.5294711129991504]",0.5330474699180769,"[0.5374197264090037, 0.5425607216081056, 0.5281927111030651, 0.5269845285405477, 0.5300796619296625]",0.4426820483944382,"[0.46305634051468464, 0.4617378372507059, 0.43292305908047457, 0.44673191933475515, 0.40896108579157076]",0.532380064840883,"[0.5370981828673106, 0.5413527903648672, 0.5273973303852926, 0.5265809075877944, 0.5294711129991504]",GaussianNB
26,smoking,target2,tartar,0.5388858147730857,"[0.5474189375591109, 0.5424051299261043, 0.5409038063385889, 0.5379172823770254, 0.5257839176645986]",0.5335364356719975,"[0.5434810639552019, 0.5361581054353162, 0.5392350593048968, 0.5323867111925575, 0.5164212384720149]",0.5224413187775294,"[0.539950430553071, 0.5272528313927041, 0.5379526615282075, 0.5236987620594328, 0.48335190835423186]",0.4928428469236878,"[0.5226580946477151, 0.499573701787522, 0.5281510901112388, 0.49552758293508126, 0.4183037651368822]",0.5335364356719975,"[0.5434810639552019, 0.5361581054353162, 0.5392350593048968, 0.5323867111925575, 0.5164212384720149]",GaussianNB
27,flight,target1,satisfaction,0.8474612287455745,"[0.8455489956395614, 0.845087132032208, 0.8499510750790469, 0.8478748999724055, 0.84884404100465]",0.8469148975126675,"[0.8449434937631752, 0.8442608984585833, 0.8493470157687965, 0.8476674146601771, 0.848355664912605]",0.8471797516017748,"[0.8452373459236151, 0.844657984071136, 0.8496401102809034, 0.8477701168043603, 0.8485932009288593]",0.8466029430589481,"[0.8446096333446167, 0.8438865557628275, 0.849039057476984, 0.8473935539199015, 0.8480859147904111]",0.8469148975126675,"[0.8449434937631752, 0.8442608984585833, 0.8493470157687965, 0.8476674146601771, 0.848355664912605]",GaussianNB
28,flight,target3,Class,0.5032197901479912,"[0.5011904217043832, 0.5033278413958886, 0.503434125074901, 0.5044427548040168, 0.5037038077607666]",0.5420816663077906,"[0.5388824308501969, 0.5428323472208187, 0.5421508207362078, 0.5448808359307412, 0.5416618968009885]",0.5216337515843545,"[0.5190442803070252, 0.5220739436706952, 0.5217547951140512, 0.5235840179486, 0.5217117208814016]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8478293438331223,"[0.8456573290556547, 0.8479109532963168, 0.8480353620770428, 0.8493883437601418, 0.8481547309764551]",GaussianNB
29,flight,target2,Customer Type,0.7558638431892085,"[0.7563282654309782, 0.7539644534272479, 0.7617412487853543, 0.7473610244854554, 0.7599242238170065]",0.842080906313942,"[0.8399329883767557, 0.8426828905925001, 0.8451788058628877, 0.8356366466952871, 0.8469732000422792]",0.7829815501177506,"[0.7833526534837134, 0.7811916854648342, 0.7884895171880675, 0.7741053238761075, 0.7877685705760302]",0.8420468873319807,"[0.8398329822099401, 0.8426795083473634, 0.8451590978121292, 0.8356130865243897, 0.8469497617660809]",0.842080906313942,"[0.8399329883767557, 0.8426828905925001, 0.8451788058628877, 0.8356366466952871, 0.8469732000422792]",GaussianNB
0,imdb,target1,imdb_score,0.6185011983070577,"[0.6425518925518926, 0.6729049500937325, 0.6478014014317238, 0.5800305411955897, 0.5492172062623499]",0.3989851479645531,"[0.4029281776232996, 0.3942557001614205, 0.43184840728170726, 0.3951686678101772, 0.370724786946161]",0.4251121652927501,"[0.4342978428346386, 0.4181150386301346, 0.47212498107582485, 0.4176655805657689, 0.3833573833573834]",0.1982048278778069,"[0.18912103347323694, 0.1929589733157952, 0.26954014985261476, 0.2144534793019461, 0.12495050344544167]",0.6938069067875882,"[0.6939965342552025, 0.6941581560714014, 0.7089456473767841, 0.6924307680548503, 0.6795034281797023]",KNeighborsClassifier
1,imdb,target3,gross,0.7455173159295833,"[0.7667903979977508, 0.7452137287663603, 0.71086410988757, 0.7481123891530652, 0.7566059538431702]",0.7350614523079079,"[0.7448758643704745, 0.7212955109477586, 0.7043854315021363, 0.7561361902550665, 0.748614264464104]",0.7386428190729604,"[0.7526774193548387, 0.7294555737314119, 0.7072509558899676, 0.7517154048967292, 0.7521147414918541]",0.7261303460699736,"[0.7338347748686649, 0.7065790252259142, 0.6948593580372601, 0.7529173087266787, 0.74246126349135]",0.7350614523079079,"[0.7448758643704745, 0.7212955109477586, 0.7043854315021363, 0.7561361902550665, 0.748614264464104]",KNeighborsClassifier
2,imdb,target2,content_rating,0.1910095799673582,"[0.17897303726083144, 0.18681581452035947, 0.19213798093966533, 0.1856089827852099, 0.2115120843307252]",0.1929588399679785,"[0.18591091529204276, 0.1825786714465856, 0.18668277635848232, 0.1858628371217133, 0.22375899962106857]",0.1902062648575734,"[0.1815516566773727, 0.1821936353586308, 0.1865375773597673, 0.1851441431273364, 0.21560431176476028]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8794333524162246,"[0.8826616735586957, 0.8790978008417463, 0.882549437084691, 0.8772438657441576, 0.8756139848518322]",KNeighborsClassifier
3,mushroom,target1,Class,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",KNeighborsClassifier
4,mushroom,target3,habitat,0.5602195324953466,"[0.5688274265567205, 0.5560894182895681, 0.5653659538548341, 0.5652630254270404, 0.5455518383485699]",0.555137377558286,"[0.571485117364335, 0.5657683875551197, 0.5686463800593399, 0.5482098709405148, 0.5215771318721204]",0.5530365195361681,"[0.567611147308581, 0.5558166019007539, 0.5644398473080036, 0.5476213476473081, 0.5296936535161936]",0.4514526756396004,"[0.47463607877005065, 0.457417386422746, 0.4745223168408961, 0.4343036855676608, 0.416383910596649]",0.9089975738390574,"[0.909592270336172, 0.9102974597281138, 0.9104450372611942, 0.9076669618534989, 0.9069861400163081]",KNeighborsClassifier
5,mushroom,target2,population,0.4173466064540458,"[0.4109075091389212, 0.41984428614808816, 0.4284158756610685, 0.41437548595268825, 0.4131898753694632]",0.4187121957348497,"[0.4044774894610243, 0.4357222118048664, 0.42487199217336796, 0.4290552544310194, 0.39943403080397055]",0.4166684591298768,"[0.40682600386145684, 0.42672917784816483, 0.42620959418180543, 0.41907847430667083, 0.404499045451286]",0.3650632653986849,"[0.34933791261950753, 0.3856747178565815, 0.3744570977795726, 0.37717108795653576, 0.3386755107812272]",0.8390713764744511,"[0.8383596700208004, 0.8388257664067766, 0.838901691689136, 0.8421717223869415, 0.8370980318686012]",KNeighborsClassifier
6,census,target1,income,0.6822288905540198,"[0.6878835595887973, 0.6824232099601579, 0.6755505002151936, 0.6851489166456759, 0.6801382663602749]",0.6256452661648303,"[0.6290404904177198, 0.6269831427852115, 0.6174799487287266, 0.629198705540169, 0.6255240433523244]",0.6392731406716118,"[0.6431894106965705, 0.6410998384347691, 0.6301223044587224, 0.6433889000829041, 0.638565249685093]",0.5568262665693593,"[0.5614736910417183, 0.5588033963590304, 0.5428965595402744, 0.5625335025441525, 0.5584241833616213]",0.6256452661648303,"[0.6290404904177198, 0.6269831427852115, 0.6174799487287266, 0.629198705540169, 0.6255240433523244]",KNeighborsClassifier
7,census,target3,workclass,0.1756419889077887,"[0.1683756267271812, 0.17181710693741156, 0.1850848135797917, 0.1817423903158035, 0.17119000697875555]",0.1478137530796713,"[0.1467938452120782, 0.14738914935137964, 0.148132505683928, 0.14984099750180854, 0.1469122676491624]",0.1381513811157158,"[0.1362745767472876, 0.13756628596268475, 0.13928564810506344, 0.141461856512412, 0.13616853825113157]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8588053101033101,"[0.8589038535095961, 0.8585399010713439, 0.8591005669952626, 0.8586018706816553, 0.8588803582586924]",KNeighborsClassifier
8,census,target2,marital-status,0.1910257700850251,"[0.17799702504753542, 0.198613843009335, 0.20196586529870436, 0.18437243712266302, 0.192179679946888]",0.1818641654748112,"[0.1837504225701763, 0.18096168536312818, 0.18481499272510118, 0.18054630051429824, 0.1792474262013525]",0.1771386790516029,"[0.17799053898802672, 0.17621517681199408, 0.18175790238234374, 0.17570574890961102, 0.1740240281660393]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8790885192579914,"[0.8805082090484239, 0.877758384480175, 0.8805166656389832, 0.8784074839652447, 0.8782518531571307]",KNeighborsClassifier
9,bank,target1,y,0.7521595070105748,"[0.7566375832629703, 0.7356951871657753, 0.7513590649633053, 0.7893163357400722, 0.7277893639207508]",0.7169605153841312,"[0.7488250811073043, 0.7116090933096478, 0.6881868131868132, 0.7264209248427326, 0.709760664474158]",0.7317207660407322,"[0.7526477832512315, 0.7226334587060275, 0.7131585054537015, 0.7519803905830343, 0.7181836922096663]",0.6770398997186122,"[0.7198030920419697, 0.6730416722176047, 0.6323589960440983, 0.6882750519815628, 0.6717206863078254]",0.7169605153841312,"[0.7488250811073043, 0.7116090933096478, 0.6881868131868132, 0.7264209248427326, 0.709760664474158]",KNeighborsClassifier
10,bank,target3,housing,0.5060927815510704,"[0.5124513024215109, 0.4873867908407382, 0.5251786541923106, 0.5277860082304526, 0.47766115207034]",0.505792052321493,"[0.5120165978599713, 0.48758410428931875, 0.5246830092983938, 0.5270929635336415, 0.47758358662613976]",0.5050899074540666,"[0.5101508143870146, 0.4867435463393991, 0.5241885854492851, 0.526805788914051, 0.47756080218058283]",0.4992652176613538,"[0.5022696821431041, 0.48248332592759074, 0.5182632418255775, 0.5169610805217183, 0.47634875788877806]",0.505792052321493,"[0.5120165978599713, 0.48758410428931875, 0.5246830092983938, 0.5270929635336415, 0.47758358662613976]",KNeighborsClassifier
11,bank,target2,loan,0.4962668328979998,"[0.4811837778589697, 0.5577572765072765, 0.5134680134680135, 0.4724326599326599, 0.45649243672307926]",0.5008955691192559,"[0.49514563106796117, 0.517445054945055, 0.5041561140333788, 0.4929670722977809, 0.4947639732521043]",0.4773565387478373,"[0.4697554697554698, 0.5069911812485495, 0.4902582582582583, 0.46431183465612047, 0.45546594982078853]",0.1793056718532451,"[0.16731735863703, 0.2623331494849274, 0.21034566150429246, 0.1616951186076186, 0.0948370710323572]",0.5008955691192559,"[0.49514563106796117, 0.517445054945055, 0.5041561140333788, 0.4929670722977809, 0.4947639732521043]",KNeighborsClassifier
12,intention,target1,Revenue,0.745110452567309,"[0.7345079365079366, 0.7311743612729718, 0.76396861227561, 0.7486399730919407, 0.7472613796880856]",0.6344888146246326,"[0.6209055460406747, 0.6284798732350237, 0.6586849254167281, 0.6384991663996611, 0.6258745620310752]",0.6636023160625134,"[0.6486762987091612, 0.6557030256801424, 0.690350095927625, 0.6691705087171833, 0.6541116512784557]",0.5418467970215662,"[0.5168861620476394, 0.5336990601078903, 0.5842394651762338, 0.5485867040413197, 0.5258225937347478]",0.6344888146246326,"[0.6209055460406747, 0.6284798732350237, 0.6586849254167281, 0.6384991663996611, 0.6258745620310752]",KNeighborsClassifier
13,intention,target3,SpecialDay,0.2551832958598773,"[0.14840843323687475, 0.20408679262630444, 0.2333884753239592, 0.48409090909090907, 0.20594186902133924]",0.1693599924280863,"[0.16635773864689526, 0.16873869102784766, 0.17014887527267172, 0.17256766929020098, 0.16898698790281588]",0.1633703964429097,"[0.15687131308717503, 0.16150610075604463, 0.16503430172280678, 0.17024690006532514, 0.1631933665831971]",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",0.8346495468150075,"[0.8341562394839143, 0.8353382471244548, 0.8349596464522363, 0.8345541182470755, 0.834239482767356]",KNeighborsClassifier
